,Age dependency ratio (% of working-age population),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)",Arms imports (SIPRI trend indicator values),Broad money (% of GDP),Broad money to total reserves ratio,Changes in inventories (current US$),"Claims on central government, etc. (% GDP)",Consumer price index (2010 = 100),Domestic credit to private sector (% of GDP),Domestic credit to private sector by banks (% of GDP),Exports of goods and services (% of GDP),Exports of goods and services (current US$),External balance on goods and services (% of GDP),External balance on goods and services (current US$),Final consumption expenditure (% of GDP),Final consumption expenditure (current US$),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),GDP (current US$),GDP deflator (base year varies by country),GDP per capita (current US$),General government final consumption expenditure (% of GDP),General government final consumption expenditure (current US$),GNI (current US$),Gross capital formation (% of GDP),Gross capital formation (current US$),Gross domestic savings (% of GDP),Gross domestic savings (current US$),Gross fixed capital formation (% of GDP),Gross fixed capital formation (current US$),Gross national expenditure (% of GDP),Gross national expenditure (current US$),Gross national expenditure deflator (base year varies by country),Gross value added at basic prices (GVA) (current US$),Households and NPISHs final consumption expenditure (% of GDP),Households and NPISHs Final consumption expenditure (current US$),Imports of goods and services (% of GDP),Imports of goods and services (current US$),"Industry (including construction), value added (% of GDP)","Industry (including construction), value added (current US$)","Inflation, consumer prices (annual %)","Manufacturing, value added (% of GDP)","Manufacturing, value added (current US$)",Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Military expenditure (current USD),Monetary Sector credit to private sector (% GDP),Net primary income (Net income from abroad) (current US$),"Population ages 0-14, total",Population ages 15-64 (% of total population),"Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total",Rural population,Rural population (% of total population),"Services, value added (% of GDP)",Taxes less subsidies on products (current US$),"Total reserves (includes gold, current US$)",Total reserves minus gold (current US$),Trade (% of GDP),Urban population,Urban population (% of total population)
2008 [YR2008],57.7057029109493,16.7909423598037,201305866150.943,1858000000.0,77.3729561105341,3.60349285542945,21451053153.0474,19.4857517692783,80.5305542396969,49.559366687116,49.559366687116,24.0973572601391,288902151603.701,-5.17350591894442,-62024933903.8475,67.2152971379759,805841227907.796,37900000.0,3.156571532,1198895582137.51,77.7363517620673,998.522341514181,10.5384811563533,126345385007.914,1191737412305.19,37.8505499934364,453788571686.061,32.7847028620241,393054354229.719,34.7179593535669,416232080898.212,105.065847131412,1259629799593.86,79.1070634009773,1124686481358.28,56.6768159816226,679495842899.882,29.2708631790835,350927085507.549,31.1367192407735,373296751400.195,8.34926704907581,17.0986741489578,204995248975.944,194828000000.0,321032000000.0,43.0279340157607,2.63146214095939,33002376727.3797,49.559366687116,-7158169832.3245,379864848.0,63.4092478376017,575948779.0,47.9689584287207,624720983.0,52.0310415712793,1200669762.0,837515186.0,69.754,45.8825499070063,74209100779.2388,257422725614.879,247418901857.103,53.3682204392226,363154576.0,30.246
2009 [YR2009],56.8825138062336,16.744270156395,224689117965.083,1863000000.0,79.0751963452197,3.72730329430614,57520566517.7885,23.1559644186145,89.2941733775462,48.1244479114314,48.1244479114314,20.4005193744525,273751836387.128,-5.47183089419678,-73425765697.0262,67.4195558851381,904693988089.04,37060000.0,3.043377037,1341886602798.69,83.2092750019286,1101.96083821252,11.459667419745,153775741830.844,1333877109441.3,40.1122358307654,538260718696.055,32.5804441148619,437192614709.645,33.9516269304415,455592333211.786,107.531791715903,1442954706785.09,84.8929300736051,1259367622700.17,55.9598884653931,750918246258.197,25.8723502686493,347177602084.154,31.1213721113498,417613522969.33,10.8823529411764,17.1435776668942,230047371952.44,164909000000.0,257202000000.0,31.4565328485753,3.12938717929943,38722154392.1843,48.1244479114314,-8009493357.38992,380433170.0,63.7419669083826,584142641.0,47.9699486506169,633583576.0,52.0300513493831,1217726217.0,845260299.0,69.413,45.9848828119145,82518980098.5168,284682887897.586,265181731677.225,46.2728696431018,372465918.0,30.587
2010 [YR2010],55.9862600938871,17.0265090139755,285298796155.585,2911000000.0,77.6799524436717,4.33179068386005,80469468206.1007,22.8378948527968,100.0,50.5553749785886,50.5553749785886,22.4009332488238,375353472834.938,-4.45333999983298,-74620847983.6356,65.732465629516,1101423274556.54,35090000.0,2.842950282,1675615335600.56,91.9679089638397,1357.5637268318,11.0076078674643,184445165510.006,1657660320258.9,40.2202988006515,673937494728.086,34.267534370484,574192061044.023,33.230014655602,556807221591.583,105.952764430168,1775360769284.63,91.8380701752229,1554725332690.26,54.7248577620517,916978109046.534,26.8542732486568,449974320818.573,30.725078228098,514834122665.28,11.9893899204244,17.0299342494917,285356189927.177,226351000000.0,350233000000.0,34.4102842549686,2.88946132772858,46090445656.5003,50.5553749785886,-17955015341.6648,380285233.0,64.1082105303446,592116982.0,47.9726175647712,642164181.0,52.0273824352288,1234281163.0,852517999.0,69.07,45.0337495626191,120890002910.307,300480168786.346,275276605505.686,49.2552064974806,381763164.0,30.93
2011 [YR2011],55.2086374217727,17.1919735574898,313418261522.406,3598000000.0,78.837311286536,4.81102674416145,43400809202.55,24.8190674818276,108.858360966367,51.2892331325282,51.2892331325282,24.5404113195634,447383950836.263,-6.54305737438508,-119283202737.811,67.291674407661,1226760821685.46,32835261.0,2.62621592,1823049927772.05,100.0,1458.10406619626,11.0844615855558,202075268929.395,1807018710051.4,39.5904218550918,721753157033.899,32.708325592339,596289106086.581,34.3134162339533,625550709869.207,106.882096262753,1948513978719.36,100.0,1691713738829.71,56.2072185843179,1024685657804.08,31.0834686939485,566667153574.074,30.1616797630696,549862481135.476,8.85836096636667,16.1393374446863,294228179628.24,302905000000.0,464462000000.0,42.0924840461063,2.70448355847068,49633815793.7027,51.2892331325282,-16031217720.6473,380043059.0,64.4294040032985,599851346.0,47.9770561075532,650436593.0,52.0229438924468,1250287939.0,859247883.0,68.724,45.4421452507481,131336188942.333,298739463090.872,271285421552.138,55.6238800135119,391040056.0,31.276
2012 [YR2012],54.3078443292764,16.8453770659702,307872488771.924,4392000000.0,76.9131885205522,4.67901183633826,39428033968.5825,25.2532528630264,118.995736617717,51.8885076473311,51.8885076473311,24.5344306614108,448400543291.471,-6.7248604059132,-122906094752.532,67.1448100211325,1227163968391.32,30940618.0,2.444390965,1827637859136.23,107.934386248432,1443.88243476181,10.6838562317823,195262201307.739,1806177662220.65,38.3474244122572,700852046562.064,32.8551899788676,600473890744.918,33.4369343256095,611106070669.359,105.49223443339,1928016014953.38,107.474288770509,1691388408217.18,56.460953789355,1031901767083.67,31.259291067324,571306638044.004,29.3985276965777,537298622211.307,9.3124456048738,15.8169230071711,289076073029.488,296828000000.0,489694000000.0,43.0348931583044,2.61816761903533,47216920048.2061,51.8885076473311,-21460196915.5895,378832737.0,64.805519437056,607359892.0,47.9830440835851,658420351.0,52.016955916415,1265780243.0,865363321.0,68.366,46.3011472980693,136249450919.056,300425517446.546,270586506917.185,55.7937217287347,400416922.0,31.634
2013 [YR2013],53.3542663643901,17.148423543466,318398573401.943,5381000000.0,78.1821717320646,4.86971588034972,23903597701.8904,25.4656320192494,132.161037923262,52.3857095169752,52.3857095169752,25.4308613005206,472180427427.899,-2.98240934563983,-55375054071.0292,67.9409262328044,1261474206844.74,29032974.0,2.266709802,1856722121394.42,114.611751371953,1449.61045069632,10.2951601419889,191152515789.289,1833601556952.89,34.0232018898681,631716315895.864,32.0590737671956,595247914549.675,31.2958050317061,581076135092.154,101.964128122673,1893190522740.61,114.419016321373,1712863994624.85,57.6457660908491,1070321691056.08,28.4132706461605,527555481498.928,28.4048995601475,527400053693.125,11.0636747834422,15.2530226927638,283206246517.857,314848000000.0,465397000000.0,42.0227125539942,2.54882567900998,47403528801.4226,52.3857095169752,-23120564441.5293,376920173.0,65.2084890633965,614676458.0,47.9900253811063,666165661.0,52.0099746188937,1280842119.0,870934216.0,67.997,46.6987147693703,143858126769.573,298092478740.581,276493267092.374,53.8441319466811,409907903.0,32.003
2014 [YR2014],52.4483667977637,16.7919345145807,342408945451.421,3347000000.0,77.8993537588478,4.88637272353193,51141520554.8905,23.9797339670354,140.949086340153,51.8821873589436,51.8821873589436,22.9679630081088,468346037554.217,-2.98625973083132,-60893641789.1652,68.5685739094064,1398200610122.73,27000105.0,2.083983399,2039127446299.3,118.430336326022,1573.88564183014,10.4408568080814,212902376802.396,2015015376660.14,34.2677999194413,698764113400.258,31.4314260905936,640926836176.574,30.0802370476387,613374369550.292,102.836373828848,2096964723522.99,119.742829587849,1881518177418.49,58.1277171012856,1185298233319.53,25.9542227389401,529239679343.382,27.6564012029694,563949267588.398,6.64950015146925,15.0655701110863,307206175076.625,322694000000.0,462910000000.0,38.5264786379953,2.54398250277129,50914096277.083,51.8821873589436,-24112069639.147,374758022.0,65.5959799011296,621852998.0,47.9972699429582,673747770.0,52.0027300570418,1295600768.0,876033415.0,67.616,47.8224137558655,157609268880.809,325081035127.891,303454874927.27,48.9221857470489,419567353.0,32.384
2015 [YR2015],51.6434416967877,16.17450810661,340244981474.714,3117000000.0,78.0119105841837,4.64466604112688,40092140789.8455,23.696514446151,147.865420572581,51.8675240772184,51.8675240772184,19.8131891564097,416787832621.795,-2.29653555305622,-48309642033.9553,69.4355717870114,1460638226562.39,25520000.0,1.947864992,2103587813812.2,121.130060189743,1605.60544457045,10.4282907091832,219368252547.288,2079182325743.56,32.1167347042775,675603717433.575,30.5644282129887,642949587249.807,28.7331441287654,604426918417.804,101.552306491289,2136241943995.97,122.33834652181,1920694478444.49,59.0072810778065,1241269974014.65,22.1097247094659,465097474655.75,27.3473914779493,575276394525.657,4.90697344127253,15.5838545863531,327820066000.738,267951000000.0,394131000000.0,31.4739415988606,2.45745060051391,51295483753.9436,51.8675240772184,-24405488068.6432,372623066.0,65.9441640546302,628929060.0,48.0042675829424,681223332.0,51.9957324170576,1310152392.0,880723742.0,67.223,47.7837481204318,182893335367.713,353319061013.224,334310993025.188,41.9229138658757,429428650.0,32.777
2016 [YR2016],50.8881370260245,16.3638005613987,375516164817.583,3003000000.0,74.5492653519452,4.72983658259745,20587322097.1493,25.2245942875245,155.182121475482,49.1012254191341,49.1012254191341,19.1582349105904,439642787829.497,-1.76601589208638,-40526497027.0754,69.603829307514,1597267269306.12,24404000.0,1.842482612,2294797980509.51,125.052221196656,1732.55424231697,10.3085480747098,236560353038.293,2247940124045.8,30.1726901923521,692402285199.487,30.396170692486,697530711203.393,28.1884389751611,646867728339.153,99.7765194998661,2289669554505.61,126.256805237849,2082120734380.25,59.2952812327831,1360706916267.34,20.9242508026768,480169284856.572,26.6189999400099,610852273055.177,4.94821634062141,15.1622371331448,347942711531.471,264542000000.0,361649000000.0,27.2874128929191,2.54315118788674,56637622640.8741,49.1012254191341,-46857856463.7068,369969885.0,66.2742624652675,635912563.0,48.0108932518621,688604687.0,51.9891067481379,1324517250.0,885015936.0,66.818,47.7494012899643,212677246129.266,361694321972.036,341145194692.363,40.0824857132672,439501314.0,33.182
2017 [YR2017],50.2896371909076,16.5583314047008,439039677566.764,2909000000.0,74.1441893624663,4.76453565119789,36860006312.9413,23.2122743043379,160.346851524588,48.794021399068,48.794021399068,18.7917648392972,498258560860.385,-3.1589672759259,-83759162706.0161,69.4923486310429,1842570823752.73,23234687.0,1.735645771,2651472946375.05,130.015866407521,1980.66701982813,10.7671989547942,285489367368.746,2622799774506.27,30.9821728344717,821483930905.176,30.5076513689571,808902122622.314,28.1778165440734,747127182545.298,100.474521465515,2664054754657.91,130.307552425335,2405661200548.6,58.7251496762386,1557081456383.72,21.9507321152231,582017723566.401,26.5000166467125,702640772172.465,3.32817337461301,15.0182387501463,398204537482.142,299241000000.0,449925000000.0,28.2547103120256,2.53146258766694,64559435280.6927,48.794021399068,-28673171868.778,367850970.0,66.538187109893,642796257.0,48.0172859560747,695880522.0,51.9827140439253,1338676779.0,888881381.0,66.4,47.6708899684387,245811745826.454,412613792019.924,389350147912.134,40.7424969545204,449795398.0,33.6
2018 [YR2018],49.7751668865187,15.9701574808791,431371805443.68,1485000000.0,74.1476948535112,5.01747720484829,45480569245.5547,22.1075583699012,166.672644918068,50.3720419689919,50.3720419689919,19.9412406764114,538635201541.984,-3.71617580351673,-100378062497.408,70.2055893983676,1896331447405.64,21868192.0,1.616701793,2701111782774.57,134.874886547529,1996.91508739755,10.7885428293274,291410601552.644,2672176417221.77,32.0699517172622,866245244565.085,29.7944106016324,804780335368.928,29.1890797703444,788429672960.24,102.27554111563,2762576691970.73,135.517760080389,2454305061698.33,59.4170465690446,1604920845853.12,23.6574164799281,639013264039.392,26.3828986910504,712631585181.441,3.94506866416979,14.8532644152719,401203275247.571,324778000000.0,514464000000.0,31.0702431995589,2.43392206663758,66257801718.275,50.3720419689919,-28935365552.8052,365934400.0,66.7667424975064,649586703.0,48.0235396426684,703055580.0,51.9764603573316,1352642283.0,892338114.0,65.97,48.5097166074065,246806721076.241,399167159226.682,374425187183.508,43.5986571563396,460304169.0,34.03
2019 [YR2019],49.2452418099917,16.6774623971688,478727241339.248,3075000000.0,76.0459639203596,4.70991212068809,27425846042.8509,23.7338192943164,172.878328310405,50.1255537826717,50.1255537826717,18.4293865080003,529016294712.047,-2.52799802647215,-72566286914.8201,71.7115897172649,2058484120655.32,21004534.0,1.537197094,2870504096717.48,139.684526920402,2100.75146060783,11.2280202733883,322300781927.88,2843265469943.79,30.6640964778081,880214145616.881,28.2884102827351,812019976062.161,28.7519482203725,825325851551.881,102.375686195073,2938698266272.2,139.671580023796,2603966776645.51,60.4835694438844,1736183338727.66,20.9573845344725,601582581626.867,24.1775949697002,694018854093.004,3.72327648330532,13.3274418815293,382564765196.941,324340000000.0,486059000000.0,28.2319401991699,2.5191207637745,71468900524.3041,50.1255537826717,-27238626773.6859,363716695.0,67.0038111931616,656288184.0,48.0298342961521,710129572.0,51.9701657038479,1366417756.0,895386227.0,65.528,49.8595589133602,266537320071.971,463469902152.507,432378384523.969,39.3867710424728,471031529.0,34.472
2020 [YR2020],48.6646203053887,18.3189877325451,480504068092.914,2799000000.0,88.8760753324799,3.94967288181554,25813012076.9292,29.4686815991774,184.328815085944,55.2509137556869,55.2509137556869,18.0765867880475,474145930752.511,-0.316709789717075,-8307246261.95071,71.6508116047652,1879389132243.58,20052162.0,1.4530506,2622983732006.45,146.068552702018,1900.70680971528,12.600803850753,330517035107.294,2598299250058.05,28.4202979749923,745459792471.806,28.3491883952348,743594599762.867,26.7008760035504,700359633876.341,100.071109579758,2624848924715.39,144.525544359869,2381252297207.59,59.0500077540103,1548872097136.24,18.3932965777645,482453177014.462,23.1987388080869,608499144966.785,6.62343677628531,12.9616850273353,339982889660.921,276227000000.0,371920000000.0,24.7102943144905,2.88267039974077,72887446604.3041,55.2509137556869,-24684481948.3814,361017585.0,67.2654998846254,662903415.0,48.0363267106575,717100970.0,51.9636732893425,1380004385.0,898024053.0,65.074,49.2663781471261,241731434798.846,590227359928.896,549086868074.865,36.469883365812,481980332.0,34.926
